u,i,year
21645,3457,2019
9037,3812,2020
12083,3305,2016
4279,3290,2009
11141,9795,2010
10452,6757,2020
20285,1141,2019
7168,1053,2011
8041,7783,2011
10899,1088,2007
7614,2724,2012
10681,5564,2014
20207,4015,2018
8705,5083,2007
11461,2712,2018
19224,5108,2016
17648,6924,2018
24916,1415,2005
15929,14754,2020
21340,7358,2019
15346,5264,2018
19290,3814,2016
6073,4436,2015
22477,18905,2020
982,938,1993
12778,1409,2017
6961,315,1994
7619,7152,2017
8241,2049,2018
9815,3602,2007
11362,4007,2010
22689,4367,2019
11659,4100,2017
12975,9697,2007
8515,437,2015
1833,478,1991
8998,788,2007
7687,4997,2016
13621,158,2014
21154,11560,2017
3332,2102,2008
5201,790,2008
14006,5661,2020
24856,3795,2014
19399,17717,2019
14631,5180,2018
17452,5983,2017
21221,3610,2018
10192,382,2008
5452,3985,2015
24864,3438,2007
13420,4127,2007
17133,9430,2017
16025,10821,2018
14232,8167,2019
10106,295,2009
16779,1054,2016
9927,3194,2006
15556,5304,2015
23614,7931,2019
7008,4198,2017
10857,4014,2015
7133,3188,2007
22905,1863,2018
18131,3833,2005
10160,466,2000
2795,1347,2007
15454,12433,2017
6124,207,2005
15866,4644,2019
8431,6593,2015
23796,3038,2019
2606,580,2005
16024,532,2017
22295,2795,2018
4851,4376,2012
22610,864,2018
20274,3359,2020
16859,1911,2014
20517,2174,2018
11331,9243,2020
5808,1558,2007
7836,323,2006
8656,380,2017
4722,2130,2010
18940,1010,2018
2957,1686,2010
2166,1749,2002
11227,5635,2013
2130,404,2010
18156,359,2018
3209,1091,2003
15892,15544,2020
13006,9585,2012
15872,1623,2018
5304,2446,2013
8508,1295,2019
17149,13824,2018
10450,4321,2006
6184,3968,2010
15985,1679,2011
12501,303,2004
13207,8849,2018
6140,1250,2010
10090,4778,2013
11623,5550,2006
8664,1341,2009
15251,182,2015
5458,1605,2011
24420,1906,2020
7073,4221,2010
5594,2206,2009
19338,7922,2017
11658,269,2013
10517,7358,2019
10494,9907,2014
21574,9249,2020
11621,1705,2013
18046,16541,2013
2966,206,1998
8095,6259,2014
13260,2402,2009
12657,3665,2002
6611,3533,2013
19347,4121,2018
7297,2473,2018
3262,1991,2003
17364,17212,2020
6635,1956,2018
4433,4101,2011
4867,2796,2015
9658,2088,2010
13838,9069,2009
19208,3028,2017
1766,145,2001
875,596,2004
17200,238,2011
10083,7783,2020
8916,3155,2012
4098,1953,2009
16399,1992,2011
8957,473,2011
3451,2490,2014
22353,9338,2019
18863,4829,2017
13345,458,2018
10010,598,2017
4261,4092,2013
6374,58,2010
16786,8141,2015
11128,4125,2009
18461,3218,2009
13714,429,2016
19105,1226,2017
3457,2277,2012
17338,658,2017
14708,2007,1998
16983,5019,2018
11210,9801,2010
6405,1756,2017
18488,13669,2017
8744,4137,2007
17498,3418,2014
20590,2762,2018
3931,1996,2005
11654,6319,2009
22983,12933,2020
6958,3442,2005
17153,1491,2010
3117,838,2006
4470,1900,2010
5505,4914,2015
9133,6555,2017
9662,2725,2014
10824,867,2019
20280,2325,2017
10333,168,2012
1446,1079,2003
18240,2219,2013
16081,430,2016
16198,4459,2017
9926,4756,2014
15691,13549,2015
4945,3985,2009
7274,749,2001
11425,6690,2018
13364,2017,2003
14590,4055,2018
11625,5541,2017
4589,1594,2010
2050,947,2012
1886,407,1984
3553,856,2004
4962,4125,2005
15285,230,2008
10644,2809,2014
10571,499,2006
21486,255,2018
2058,480,2011
6635,496,2010
16661,54,2016
17563,2462,2019
15669,9959,2019
19411,5950,2017
7294,6182,2009
12874,1241,2011
15509,92,2013
14549,4177,2019
6568,301,2003
11563,7942,2020
6493,6007,2017
16198,2514,2019
19872,8202,2019
11673,9517,2020
11982,5615,2011
23029,22382,2020
11653,3529,2008
12115,5343,2020
6944,304,2009
5085,3205,2008
17245,1631,2012
2418,465,1994
9668,5136,2020
5256,2459,2007
7706,1959,2005
8617,4634,2006
18886,9006,2019
16694,7315,2020
19328,4071,2018
6224,1291,2011
8217,2067,2006
13705,1985,2019
8574,958,2004
14898,5631,2017
13519,3882,2012
7411,1845,2000
13055,6349,2017
1463,73,1986
15993,7127,2020
2931,392,2016
10988,10904,2020
6228,4300,2013
8370,6978,2020
13910,8836,2016
20954,505,2018
6756,3560,2008
6605,2762,2007
8764,344,2016
8909,361,2010
7075,4352,2010
12215,6503,2014
2506,2008,2008
19948,11436,2018
3119,3062,2011
11384,8414,2015
17136,824,2017
21602,3791,2018
21397,21062,2018
16282,1435,2014
8465,3430,2003
20139,3090,2017
8046,4481,2016
23433,2722,2020
24856,12796,2015
20958,111,2018
6135,1178,2013
9004,5671,2006
4122,207,2004
12882,7844,2020
5001,2124,2002
14668,1670,2018
20040,9242,2017
8752,397,1999
17945,2174,2006
9502,1126,2008
2615,816,2011
11026,9780,2020
12728,1334,2007
14251,265,2014
6487,3645,2009
19068,597,2016
10209,2823,2012
11038,6215,2015
23066,539,2019
7270,4083,2019
5671,1927,2003
7785,279,2004
7581,6291,2007
14452,2505,2014
20361,6271,2020
13715,9189,2007
15929,3445,2020
10067,2385,2010
11606,899,2019
23240,3449,2020
19264,10001,2017
16020,6719,2020
1821,704,2009
4423,775,2015
10068,4130,2012
17109,6951,2007
11238,8267,2015
2298,1296,2000
15143,9674,2018
6933,2229,2007
16527,5534,2017
11364,3906,2007
9980,7476,2018
19543,1111,2019
11146,715,2015
10348,3235,2012
14966,5906,2008
4215,807,2000
10987,2749,2020
13899,1571,2013
7057,4112,2015
5147,4609,2020
23727,5985,2020
11124,7321,2010
14496,3436,2012
5346,2310,2010
2746,438,2006
21029,1326,2010
14707,1626,2005
21791,2831,2018
13563,139,2015
24029,9239,2020
4154,2268,2002
10668,4049,2015
17246,4575,2019
21578,207,2018
11622,11497,2020
16695,6984,2017
20754,2476,2018
14493,12254,2010
9548,859,2008
18376,4380,2016
12457,7495,2016
14852,5057,2012
13526,1393,2011
9849,1911,2014
5584,827,2001
3668,344,2003
6343,3520,2013
9211,5000,2019
10209,22,2013
3464,1651,2018
8790,5087,2018
20944,2545,2018
14459,604,2011
4897,1264,2003
22082,948,2020
6410,1023,2001
13975,7412,2016
17241,12881,2017
24224,761,2020
15014,5503,2017
13562,7671,2018
12300,495,2015
6555,3455,2014
16253,3620,2015
3602,872,2004
11884,3121,2011
13865,2114,2011
2852,2620,2003
23772,3021,2008
7010,2756,2018
16719,612,2015
9137,7734,2015
5194,4504,2008
20376,6496,2018
4873,2317,2016
7767,536,2006
7558,675,2016
22388,14362,2019
21642,14830,2019
17419,3765,2018
13403,3376,2013
7555,112,2005
7343,1978,2016
12437,1902,2005
21945,7868,2018
2150,1037,1995
23705,162,2020
17526,806,2016
16658,2166,2015
19504,2616,2017
1847,208,2004
3164,424,2003
16331,3209,2017
3214,967,2005
5121,4848,2012
1195,955,2003
7444,2517,2014
12823,2029,2013
23185,14086,2019
3225,233,2005
8164,3052,2012
8765,5608,2015
13730,3286,2020
7379,3662,2010
14928,5449,2019
11712,98,1997
5738,3539,2006
5603,1678,2006
15404,10265,2010
1704,1102,2017
22150,5797,2020
5171,1705,2003
1367,97,2006
7543,7435,2004
19930,4439,2020
11658,1291,2013
2506,2439,1992
16304,80,2005
6676,2275,2000
21835,10299,2018
16100,3285,2017
10098,1739,2011
14266,13157,2019
9219,3236,2008
16510,7388,2019
21407,6171,2018
17871,238,2015
367,157,2000
6983,988,2004
4484,2745,2012
12077,109,2008
12346,78,2014
518,360,1999
7384,2371,2018
18020,2355,2010
7138,4277,2017
12113,3252,2018
14684,319,2008
9841,7888,2020
11465,6730,2010
22474,11793,2019
5507,2760,2004
10452,9851,2015
17776,3362,2020
17344,3906,2019
4537,1657,2007
9959,3118,2013
22397,3414,2019
9768,1128,2005
13283,5815,2018
4318,3938,2005
19770,1401,2019
5308,3793,2010
14683,1321,2008
7347,1276,2005
6233,6038,2016
5107,1094,2010
17523,8935,2019
5678,3989,2010
8956,6976,2009
13349,3590,1996
5964,2968,2008
22734,2885,2019
3744,2004,2010
2203,937,2005
9358,102,2013
5078,3582,2011
13924,5186,2017
1520,1179,1995
21231,16377,2020
11928,197,2017
20147,303,2017
18761,429,2016
5238,4650,2014
16235,8408,2017
4061,2335,2016
24756,3816,2015
9825,1835,2013
7959,1256,2017
9948,8978,2013
443,91,1994
8349,2044,2004
12938,1196,2017
16056,356,2014
15917,4585,2012
9213,32,2015
7464,1608,2006
20785,95,2018
4859,2535,2012
4086,1082,2007
14268,6027,2017
15606,4689,2014
8480,1274,2012
17198,8033,2017
15996,7438,2014
19959,5292,2017
3045,1278,2011
3817,818,2018
6725,5523,2016
12801,4294,2014
5059,243,2001
12975,3875,2011
15519,10912,2014
3002,1521,2003
5370,1869,2007
13312,2966,2017
5001,3333,2013
5274,1179,2012
11940,1230,2009
8002,1339,2009
8271,3353,2009
17193,1412,2020
10377,2242,2017
24895,18718,2017
10552,158,2005
15991,8681,2012
12387,599,2009
7803,4449,2015
19345,14841,2017
6331,6141,2017
2250,2242,2001
13327,12346,2017
22277,18079,2018
12302,3079,2015
4710,255,2009
21249,4940,2020
18864,12829,2017
11840,3334,2010
16681,765,2020
3747,1136,2019
18535,7731,2018
5763,2720,2012
11144,8162,2020
3904,2408,2008
13217,4572,2017
3277,2193,2016
6573,4507,2012
16650,141,2015
24339,2156,2020
24244,9172,2020
19070,21,2018
10790,6552,2014
15640,1090,2014
6943,1081,2003
19071,12881,2017
13419,1,2019
10188,2676,2018
9707,6426,2018
11760,4111,2017
15727,695,2014
17807,1782,2015
13950,4026,2002
4874,4410,2007
7006,5507,2006
7083,4534,2015
7563,2161,2005
11351,1786,2014
6984,2849,2017
4826,3418,2011
6836,2723,1999
14635,6425,2013
14535,2177,2012
10709,2244,2011
1453,103,1992
9886,1894,2019
17077,4773,2018
21913,2445,2019
6911,2056,2003
6517,6185,2016
8188,5880,2016
15595,4278,2016
18244,872,2012
14160,2427,2018
11625,9678,2017
21235,1488,2018
6239,2089,1989
6798,1840,2012
14559,11985,2018
15538,837,2015
11760,2578,1994
6735,801,2002
4076,2817,2007
14204,718,2018
5188,335,2005
6909,4584,2014
19322,13776,2020
2447,1524,1988
6803,765,2019
13182,335,2005
5705,4176,2016
9734,457,2018
12643,2026,2004
9647,2490,2013
22616,227,2020
3383,2989,2006
13081,3975,2014
9319,844,2013
3048,2755,2007
18560,5994,2015
21250,6261,2016
13984,2187,2017
1988,565,1993
13289,1031,2005
21421,5257,2020
23047,607,2020
16961,2103,2016
9408,7536,2008
18789,3064,2016
13375,182,2011
4246,1302,2009
932,609,1997
16315,4129,2019
5281,1141,2015
19213,1006,2016
14957,5782,2014
9247,3934,2004
10217,3207,2014
10013,1421,2010
17244,2560,2018
17519,4538,2018
3364,1709,2011
9942,4983,2012
16665,15724,2018
14108,8241,2007
21994,2649,2019
13465,2305,2008
5135,3821,2011
13840,4577,2008
21538,5388,2018
19229,3332,2002
12132,8266,2013
5230,3058,2006
19170,6961,2020
3193,1322,2004
9562,6101,2019
11973,6664,2019
19079,3514,2017
13569,2564,2016
10742,1684,2015
14533,2855,2014
1465,1330,2003
2145,1436,2005
12674,376,2013
4256,1114,2010
13235,4765,2012
22415,4743,2019
18930,253,2016
16053,2187,2015
11864,400,2016
9061,1676,2007
1759,1370,1998
20649,1158,2018
12632,2534,2018
7100,4087,2012
4837,3237,2007
21892,6215,2019
5598,3644,2017
24929,527,1996
6977,4368,2018
4581,3915,2012
5868,5656,2020
12135,274,2013
7732,3089,2016
15850,1988,2010
3743,3624,2012
3699,2990,2005
4826,2876,2006
9942,1720,2012
23357,19227,2020
20115,4003,2017
5525,4978,2009
4209,98,2006
5715,3065,2012
2451,2169,2018
6624,274,2012
17663,1694,2011
22494,2350,2020
24603,1387,2009
21376,2617,2018
20672,7642,2018
7387,3403,2008
6957,2260,2002
23121,9780,2020
23757,16172,2019
18498,1578,2012
7243,6174,2009
23061,46,2020
15671,1567,2016
15432,8568,2019
12690,915,2016
22179,950,2018
20191,10412,2017
8359,2519,2006
7547,615,2005
24412,5566,2020
22136,5414,2020
10113,7397,2001
15891,4426,2015
17525,8164,2018
14117,612,2009
10449,8152,2015
7583,2844,2006
22105,1555,2018
13659,4258,2009
16856,14473,2015
5163,1256,2017
15117,4638,2004
2072,1825,2007
10842,3373,2017
6598,365,2009
7932,3910,2014
7596,6657,2012
9725,2661,2005
6974,6300,2018
5322,1350,2013
16095,8934,2018
15606,15251,2015
12223,871,2008
13209,4806,2020
11617,278,2011
22095,434,2020
17051,1753,2015
13921,101,2009
17068,2332,2016
4997,4175,2001
2683,1440,2007
10652,9,2008
11746,733,2020
18750,8220,2020
7140,4580,2012
12856,9541,2014
5241,3844,2009
17662,4144,2020
15961,5916,2019
9767,1008,2010
22762,6408,2019
24304,515,2020
21575,927,2018
5505,2045,2004
4520,448,2012
1768,1584,1997
9344,4181,2019
3014,2537,2006
16686,1194,2016
19066,4058,2020
8099,3530,2020
5591,2140,2003
24547,4288,2020
10473,9872,2017
7193,4656,2008
14694,13939,2019
23961,5210,2020
15478,6555,2016
2729,305,1996
7883,356,2012
10034,2166,2014
13389,291,2017
6324,1696,2013
10107,123,2006
16539,2435,2015
7155,2167,2008
8673,4395,2012
7519,1282,2009
2358,36,2003
5479,4036,2011
15053,5074,2017
16779,1374,2015
4443,1312,2007
13685,3161,2013
15608,5242,2018
5652,4972,2011
10839,1961,2013
6448,1512,2007
11806,9147,2016
7589,1038,2006
3640,3451,2005
20277,15108,2019
4478,2898,2001
5394,5381,2013
9027,2171,2008
9851,932,2011
14617,6508,2018
7085,1103,2007
17629,5428,2020
11851,6632,2008
23506,1015,2019
9039,5173,2018
9014,3266,2012
14197,4668,2015
24206,4382,2020
12559,1221,2020
16759,4449,2018
16462,1659,2013
3213,2943,2008
11460,520,2007
11554,10627,2019
11156,3656,2014
6335,870,2007
3167,2623,2003
18822,8624,2017
11983,9373,2014
23186,189,2019
16071,1169,2013
18444,3135,2019
17060,1638,2011
20861,11894,2018
18687,6926,2016
5247,4419,2007
11645,3785,2007
10486,7885,2003
13793,9850,2019
10765,7298,2014
18586,9827,2020
16987,6958,2016
5426,3056,2011
22696,2560,2005
5902,1321,2006
10654,2035,2010
8957,2157,2011
10759,2715,2019
23117,333,2019
9160,2137,2005
7202,1822,2004
19665,3954,2019
18170,937,2012
20167,11966,2017
13542,4547,2017
7224,2897,2011
7068,1958,2018
4794,1931,2007
17342,5550,2020
6262,1474,2010
10110,6038,2011
6169,3967,2012
9907,3856,2014
15931,7519,2014
3318,608,2003
21659,716,2018
18828,2865,2018
10865,10508,2015
7863,611,2007
7460,211,2003
5165,1673,2009
6125,131,2016
2031,389,1984
11417,7683,2020
7288,1009,2011
8546,379,2011
16004,1993,2014
4774,594,2006
1258,796,2001
2129,1202,2008
10391,7457,2018
564,429,2004
2276,2071,2005
5136,4893,2013
12131,11860,2016
11236,3984,2018
3390,381,2015
8485,1617,2011
14464,836,2010
5561,77,2018
3957,3875,2009
10503,5359,2019
5664,2401,2010
9477,1200,2014
21427,5432,2019
22095,1617,2020
9051,5972,2011
2826,1151,2010
13065,10667,2018
16370,2539,2017
11985,1535,2000
15915,2055,2015
2887,2583,2005
6868,3070,2016
7493,4615,2015
12161,1393,2012
17690,998,2017
4675,3425,2017
24053,770,2020
8760,4413,2016
24676,3744,2010
10139,2478,2015
14961,9741,2020
2960,53,2009
13826,6576,2017
2955,2833,2009
13525,3238,2009
6508,3264,2020
19138,3155,2020
20198,1158,2019
8458,892,2015
19277,7001,2017
10224,3783,2014
3586,3221,2009
2495,1324,2000
1482,810,2004
22055,1604,2020
15305,14027,2020
11277,470,2017
4522,1182,2005
9328,5567,2003
23067,9800,2019
20312,911,2017
9411,99,2009
7418,2815,2015
8256,2077,2015
19770,13015,2019
8320,5559,2018
4254,868,2004
9391,3417,2014
14149,5312,2011
19162,6509,2016
24625,15045,2020
19518,5834,2017
8308,4757,2014
22652,4767,2020
12618,1883,1998
22108,158,2017
16826,9708,2017
22202,2075,2019
5085,3084,2013
20456,7964,2019
6474,1898,2012
5972,3963,2009
20037,1582,2017
6482,1967,2008
5356,2467,2007
6683,3872,2017
9458,2435,2015
4060,3554,2001
19714,6443,2019
16614,2487,2015
22592,2129,2020
12005,5233,2007
4444,880,2012
20979,1802,2018
5856,92,2001
8942,785,2015
8710,8347,2013
17849,2628,2017
17845,1360,2009
18910,4126,2016
16187,10569,2018
17411,1253,2015
19938,1067,2017
7322,1198,2011
4569,1544,2018
17467,2743,2017
2320,1222,2013
4942,944,2002
14715,2401,2011
10822,6266,2017
3360,1472,2014
7557,3108,2009
15872,9663,2018
6124,1755,2012
14332,7098,2013
4033,1831,2007
16817,16649,2016
20459,3259,2017
7142,5983,2012
18653,2841,2017
22415,2606,2019
11738,8518,2016
24067,2462,2020
20979,1161,2018
22695,2729,2019
5526,2209,2012
14829,2263,2012
5950,1771,2003
17857,2100,2015
18486,1262,2007
3558,2934,2009
11074,1970,2010
21295,8581,2018
3945,3126,2012
20395,10821,2017
8747,5188,2018
4746,3477,2017
10394,2368,2007
680,106,2009
2491,405,2016
3963,969,2009
6947,2247,2006
10489,963,2020
19605,4606,2019
9585,1444,2012
5389,896,2004
6248,1137,2011
7113,5158,2012
8417,6479,2017
24936,1152,2005
8153,3915,2020
13076,1359,2019
1765,1472,2006
14781,12631,2017
5545,2999,2008
2645,341,2006
2589,684,2003
15366,685,2012
19538,306,2020
15298,5205,2007
10403,1788,2018
12603,2528,2015
7865,2506,2007
14249,274,2020
6665,355,2006
7594,645,2006
6751,1853,2017
15501,6080,2018
7811,63,2014
8619,2681,2015
9735,7671,2011
11675,3983,2014
23656,1876,2020
22065,1489,2017
13542,6264,2013
20803,19791,2020
8274,8188,2017
11898,6035,1999
15179,4806,2014
23607,16019,2019
21598,477,2018
19165,389,2016
16988,1433,2017
7283,2782,2017
14982,8109,2019
8405,1349,2015
14898,10399,2017
16245,5701,2013
6032,5583,2015
18590,11315,2015
19187,4096,2017
5493,5131,2019
6096,1306,2007
22618,753,2019
7251,5924,2017
23721,805,2020
5935,5483,2007
9533,7888,2016
13220,6521,2013
12077,1678,2008
8820,245,2004
10067,4136,2009
23127,286,2020
4364,227,2002
21307,949,2019
15662,9047,2019
12148,426,2009
5199,391,2009
4680,4479,2004
11270,3567,2017
19688,3373,2019
14254,3827,2010
18444,1430,2011
8675,1104,2007
20489,2941,2018
9075,676,2002
10141,473,2006
20978,367,2017
23339,4945,2019
3430,961,2001
17359,1643,2019
14207,13521,2015
13238,9294,2018
22139,8262,2019
11861,7146,2020
10819,2034,2010
12881,6046,2019
5310,3139,2009
20799,799,2020
9521,798,2016
7855,934,2018
13252,6708,2018
21154,1839,2017
13939,1178,2017
5756,4398,2017
10340,6817,2004
19722,1927,2016
2552,1108,2000
15553,8062,2017
18784,6491,2017
1445,188,1999
21244,6374,2020
16778,6024,2015
12131,6355,2016
7990,3710,2017
3435,2185,2013
1997,646,1998
17284,3411,2015
5319,4318,2010
10619,8876,2016
19072,2014,2017
23218,2536,2019
6932,1204,2013
22299,11120,2018
9695,4512,2017
14808,274,2006
3446,2295,2009
13530,1907,2007
4352,470,2007
6227,4704,2011
20485,9017,2020
23872,4545,2020
21682,371,2018
18365,3298,2006
18777,1905,2016
19735,7346,2017
17354,2560,2019
19071,15297,2017
17622,5676,2020
8424,5879,2012
8735,2278,2019
7543,3243,2014
17351,1810,2007
23052,3871,2019
16900,2754,2015
6023,1006,2010
16017,6803,2016
8267,4298,2012
6831,957,2004
7504,1083,2015
10606,1572,2009
5358,2291,2006
16230,1219,2014
5523,1619,2016
4145,2792,2006
7774,2400,2006
7300,1599,2009
16541,5164,2017
19623,3755,2017
10656,6498,2018
14815,720,2020
11427,5403,2017
4783,3143,2005
11656,1352,2004
9422,9217,2012
16007,11171,2016
23533,387,2019
13239,373,2007
6211,2127,2011
13539,882,2006
9383,621,2008
5799,1327,2011
19332,424,2016
12469,10865,2014
9564,9162,2014
4207,2830,2008
10510,1141,2013
21507,1602,2017
6901,620,2010
11992,4364,2015
5515,1440,2003
12876,685,2014
4845,2131,2003
4340,2421,2020
9269,3984,2009
10248,230,2014
6622,5466,2017
14295,2360,2015
6246,310,2006
12514,1779,2012
5993,3424,2012
2044,1137,2011
16378,5026,2008
9799,4002,2018
22670,383,2016
20734,1669,2018
10254,69,2014
9540,7635,2011
16055,7817,2019
9222,3857,2017
16688,7006,2015
23061,6925,2020
7293,6652,2004
18409,2707,2011
5459,1824,2014
13108,10978,2014
19065,7259,2018
20246,4467,2020
11812,950,2012
17283,427,2003
12690,3645,2016
12273,830,2016
18784,1340,2017
5783,512,2008
21157,19092,2017
4367,1002,2007
7523,6657,2016
5647,2065,2010
16743,6253,2020
19001,727,2016
13242,1534,2013
5025,4737,2010
4773,3935,2011
14872,2008,2018
10931,6894,2017
22624,2792,2018
24899,2013,2010
8578,3419,2007
11770,3906,2018
21464,628,2018
15823,1199,2018
13177,4744,2017
21994,109,2019
13324,57,2011
13884,1510,2013
13284,1932,2002
9325,3526,2007
11717,9033,2018
4199,2223,2012
6501,1016,2012
6616,4193,2015
7972,974,2007
20064,3417,2019
11054,1104,2018
22850,1262,2019
1019,682,1994
22547,1700,2018
17713,3783,2015
5287,1247,2009
15504,841,2010
9550,7963,2015
11751,5129,2017
5134,4282,2010
19425,3095,2017
11303,4474,2014
2278,1774,2009
6485,164,2008
13978,957,2013
10496,949,2014
11636,3668,2010
7459,5134,2017
6247,3229,2002
19378,4005,2017
3568,1571,2012
12431,449,2004
24091,899,2020
12424,984,2001
13163,4571,2014
9826,8330,2017
9363,3471,2009
14350,2767,2020
9497,776,2009
4399,1982,2010
8137,1197,2009
22469,5055,2019
13476,3816,2009
9854,6283,2010
21835,8848,2020
17801,13036,2019
3227,818,2015
17600,4624,2016
19013,61,2017
21212,1105,2019
5281,1723,2010
3376,104,2011
5896,4689,2004
20180,9489,2018
20664,13937,2018
7828,538,2007
6250,260,2005
13070,770,2006
14885,6700,2008
15217,3653,2015
8900,140,2007
15876,2960,2012
3861,2117,2011
16357,957,2013
2188,1323,2004
8231,5489,2013
5841,2565,2014
7010,1045,2016
5711,3450,2013
5172,1281,2020
21646,18724,2019
1790,634,2008
1549,653,2003
12534,10224,2019
8188,520,2011
17318,11933,2017
9181,4523,2015
17551,1255,2015
6231,1007,2008
7378,196,2011
10927,2612,2020
7001,2163,2007
9299,1809,2013
10340,2736,2009
7733,2721,2020
7821,7751,2011
13752,4813,2015
17466,17096,2018
9444,1456,2020
3621,105,2004
21309,2994,2019
19361,3611,2016
9156,8018,2019
6744,1900,2009
7645,3929,2014
7959,5310,2006
9340,1680,2010
6758,4100,2016
12999,7048,2018
14354,1525,2015
13249,5341,2020
12573,2295,2019
8577,2505,2010
16588,4823,2019
4930,256,2015
4923,4166,2006
7751,6976,2009
4388,293,2006
12338,3694,2013
6662,2640,2006
20477,4735,2017
616,152,2013
8310,584,2012
11409,8673,2020
17988,6438,2020
4014,1936,2010
20887,8624,2017
24392,8732,2020
23454,5696,2019
5911,5520,2019
3686,3080,2016
20945,39,2018
9164,2381,2016
18376,2617,2016
4092,2083,2006
13849,2573,2019
9203,6579,2017
20248,4833,2017
